,loaninterestrate,loanoriginalbalance,loanpaymentcount,debtratio,rbl
21321,6.25,37434.54,180,0.3603,3
14038,7.75,18111.01,60,0.3997,2
2443,5.75,40837.68,60,0.4184,1
8716,7.0,3000.0,24,0.41,2
3888,4.5,23858.61,72,0.173,1
17078,6.75,2000.0,0,0.0324,4
21971,4.5,20000.0,60,0.1056,1
11042,7.0,8000.0,60,0.3425,1
2304,7.75,5000.0,48,0.2984,2
3804,6.0,15000.0,60,1.3271,1
20925,10.0,17141.58,60,0.3675,3
22388,3.25,26420.0,60,0.4542,1
9633,3.5,17000.0,60,0.62,1
3942,6.0,45021.19,84,0.5295,2
6668,6.0,40766.28,36,0.4381,1
15418,3.5,18519.0,60,0.319,1
20371,10.0,9789.18,60,0.4209,3
4039,7.0,6000.0,60,0.5226,1
15301,7.75,27068.31,60,0.4305,2
9956,6.75,12000.0,0,0.2007,2
12466,7.75,31730.49,60,0.4629,2
13397,15.5,4881.82,24,0.2527,5
9210,6.75,3000.0,0,0.1965,4
20987,4.25,31663.11,72,0.5129,2
22500,7.25,15000.0,60,0.5494,2
594,14.5,2500.0,12,0.3897,4
6845,8.5,20000.0,60,0.3267,2
10675,6.75,5000.0,0,0.4482,2
1116,6.0,43009.36,60,0.5475,1
20603,14.45,5000.0,48,0.3249,4
5676,7.5,22000.0,60,0.3298,3
18069,3.25,14000.0,60,0.2646,1
3056,6.5,17500.0,48,0.2971,1
14560,8.5,26260.0,60,0.1861,3
7454,5.0,2400.0,12,0.0691,1
18892,9.75,7693.48,48,0.3211,3
19546,6.0,13825.2,60,0.5526,1
20892,6.75,15000.0,0,0.4293,2
21325,6.75,10000.0,0,0.3595,1
11580,10.25,15000.0,60,0.2401,3
1435,5.5,2000.0,24,0.4119,1
7773,3.0,30679.0,60,0.2802,1
14629,5.75,15000.0,60,0.9628,1
21860,6.75,30000.0,0,0.4848,1
4846,6.25,4000.0,36,0.1453,1
4081,5.5,5000.0,24,0.1242,1
2555,5.25,5000.0,12,0.4513,1
2724,7.5,39185.0,62,0.1982,1
16414,7.75,28275.37,60,0.2285,2
21116,2.5,20000.0,60,0.1264,1
19562,13.0,500.0,0,0.2173,3
6692,2.75,14387.94,31,0.4095,1
713,5.5,5000.0,24,0.1225,1
14127,13.0,500.0,0,0.0397,0
8645,6.0,30000.0,60,0.5437,1
8276,5.75,40200.0,72,0.3017,1
3304,10.75,16923.38,60,0.1569,3
17942,6.75,19980.71,0,0.0488,4
22240,3.25,19638.73,60,0.4326,2
7402,8.25,13566.82,60,0.542,2
5493,7.0,23972.91,60,0.083,1
4358,3.75,30000.0,60,0.0828,1
8958,6.75,12000.0,0,0.4462,1
12622,5.75,11056.72,36,0.5074,1
8104,8.25,22000.0,60,0.2194,2
10758,6.75,5000.0,0,0.2637,3
13613,6.75,15000.0,0,0.3646,2
13616,6.75,4300.0,36,0.3157,2
14217,6.75,24688.49,35,0.4819,1
3897,6.0,10000.0,60,0.2448,1
7560,8.25,5000.0,60,0.5532,2
10589,3.5,35000.0,60,0.3345,1
13981,5.75,15000.0,36,0.2628,1
20320,2.75,16679.54,60,0.0615,1
9544,6.75,5000.0,36,0.4719,2
9097,10.5,18664.73,60,0.1426,3
6645,6.0,6000.0,36,1.1447,1
7017,7.0,13047.06,60,0.4623,1
21119,4.75,20000.0,0,0.309,1
7224,6.75,30000.0,0,0.4396,1
11145,6.75,1500.0,0,0.2282,5
11012,5.25,5500.0,24,0.2945,1
2241,6.25,1228.55,12,0.1669,2
4095,7.75,43000.0,72,0.6575,1
22312,4.5,12000.0,60,0.2979,1
21721,6.75,1000.0,0,0.0999,1
17787,4.5,13000.0,60,0.6237,1
10002,10.25,17096.18,60,0.3511,3
5438,8.0,50475.37,120,0.4555,1
7661,6.25,10000.0,60,0.3492,1
9246,5.75,20069.2,60,0.4678,1
7281,6.25,10000.0,60,0.1219,1
15335,7.25,16638.63,60,0.6293,2
10565,7.25,7000.0,48,0.125,2
7268,6.0,14000.0,60,0.7691,1
2696,6.0,30000.0,60,0.552,1
14172,15.75,12749.12,60,0.1774,4
13103,6.75,15000.0,60,0.9624,1
20687,5.75,27531.57,60,0.2133,3
12251,13.0,11000.0,48,0.4521,4
7012,8.5,20000.0,60,0.5325,2
5970,5.0,4500.0,12,0.5084,1
899,3.75,6300.0,36,0.4489,2
3422,2.49,1500.0,12,0.4247,1
10767,5.75,7000.0,36,0.6907,1
3372,9.25,5000.0,12,0.1148,3
16541,6.0,10000.0,60,0.1245,1
14059,6.75,15000.0,36,0.3539,2
9505,5.75,15000.0,60,0.5438,1
2315,4.5,35348.68,84,0.373,1
21979,6.75,10000.0,0,0.2846,1
10420,5.75,11000.0,36,0.1635,1
13125,7.0,10091.0,60,0.074,3
9440,5.75,10000.0,60,0.4021,1
15289,6.75,3000.0,0,0.3064,2
14425,2.5,20000.0,36,0.2797,1
16561,6.0,14630.55,48,0.8074,1
12516,5.75,10000.0,60,0.6076,1
9729,6.75,23000.0,50,0.4579,1
11702,3.25,25000.0,60,0.2789,1
6194,6.25,7000.0,36,0.1016,1
11223,15.75,25000.0,60,0.3827,4
15419,6.0,7000.0,36,0.1691,1
11527,15.75,7500.0,60,0.3711,4
15226,5.75,30000.0,60,0.3206,1
12195,8.5,16000.0,72,0.3842,2
4666,8.25,22366.51,60,0.5247,2
12900,8.5,26757.35,60,0.2527,3
1151,10.75,13954.86,60,0.4189,3
16268,8.0,18714.01,60,0.2203,2
6072,5.75,1300.0,18,0.3053,1
472,16.25,24710.1,60,0.2071,5
14858,6.25,5000.0,48,0.2275,1
870,8.5,18560.99,60,0.4861,2
7209,7.5,6714.36,48,0.3688,2
16463,16.0,10464.98,48,0.2542,5
17882,16.25,30182.8,72,0.3921,4
16075,6.75,30000.0,0,0.3692,1
9316,5.75,11047.11,60,0.9918,1
11077,15.0,9926.0,48,0.1181,4
16954,3.25,29920.51,48,0.3485,1
13945,15.75,5122.8,36,0.3049,5
4781,7.75,20757.11,45,0.263,3
8615,6.25,10000.0,36,0.0904,1
9817,6.0,18000.0,60,0.2077,1
11762,6.75,9000.0,36,0.2622,2
1702,6.0,15000.0,60,0.6799,1
8515,7.5,17044.6,60,0.2984,3
1780,6.0,10000.0,36,0.195,1
22164,4.25,18500.0,60,0.3881,3
18065,3.0,25000.0,48,0.5656,1
2772,7.0,8852.0,60,0.1337,1
20242,6.0,20000.0,60,0.4776,2
2069,6.0,11000.0,60,0.1476,1
2082,9.25,25250.0,72,0.1703,3
14729,7.75,16385.68,60,0.12,2
11754,7.75,25000.0,60,0.3138,2
4048,4.25,40598.25,84,0.6454,1
17974,6.75,2000.0,0,0.4697,4
21460,4.5,11324.1,60,0.5541,1
14866,6.75,7000.0,60,0.7577,1
22375,6.75,15000.0,0,0.3703,1
12893,15.25,1435.71,24,0.3815,5
10605,6.75,35538.98,60,0.232,1
20863,9.5,7400.0,48,0.3514,3
10876,6.0,41171.11,78,0.3669,2
14710,14.75,5000.0,36,0.2728,4
17813,7.25,11667.49,60,0.4346,2
8026,10.5,3509.37,36,0.4046,3
15431,6.0,5000.0,48,0.3341,1
1370,6.0,10054.49,60,0.3207,1
7670,7.5,7598.17,48,0.5135,2
19464,6.75,21706.81,48,0.2977,2
9048,10.25,19000.0,60,0.3593,3
6225,6.75,3500.0,24,0.4442,2
7761,6.0,10662.48,60,0.9794,1
13196,3.75,37848.68,72,0.3604,1
8512,6.75,4000.0,24,0.2046,2
1193,6.25,2000.0,12,0.1212,2
9739,10.0,4778.1,36,0.4269,3
600,16.75,12855.0,60,0.1411,4
7567,6.0,20000.0,60,0.4279,1
20766,6.75,10000.0,0,0.0931,1
16099,5.75,15000.0,60,0.4365,1
6850,6.0,5000.0,36,0.2105,1
1712,7.25,15000.0,60,0.5597,1
2914,6.5,4000.0,12,0.2075,2
11294,15.0,10737.22,60,0.1663,5
15294,10.25,10000.0,60,0.269,3
3118,7.75,14000.0,60,0.3811,3
19648,6.75,30000.0,0,0.4397,1
16619,3.0,14200.0,48,0.4016,1
4724,5.0,500.0,12,0.265,1
19309,4.5,15000.0,60,0.3773,1
18887,6.75,19822.33,0,0.3762,2
10197,9.75,16200.0,36,0.1468,3
2699,7.0,15000.0,60,0.7354,1
7190,7.5,20000.0,72,0.4044,1
19521,11.0,1000.0,0,0.649,1
10019,5.75,10000.0,36,0.4369,1
2549,7.0,26042.59,60,0.33,1
16163,6.0,7000.0,36,0.3991,1
12760,8.0,15602.0,60,0.2904,2
9452,6.75,15000.0,60,1.2298,1
4517,17.75,24917.3,24,0.4116,5
2491,6.0,12473.0,60,0.1447,1
18550,10.25,14881.4,60,0.1933,3
16400,3.25,13000.0,48,0.562,1
11191,13.0,5000.0,0,0.2252,3
1487,8.75,50000.0,72,0.4705,2
5754,6.25,10000.0,60,0.6016,1
17072,5.75,6000.0,36,0.3833,1
21176,3.25,19101.45,72,0.3669,1
16737,7.0,10000.0,48,0.1957,2
17038,6.75,3000.0,0,0.4841,1
884,16.0,2500.0,24,0.1831,5
8668,7.0,24514.11,60,0.3405,1
22439,4.5,25783.0,60,0.3605,1
3241,6.0,9100.0,36,0.3305,1
21549,4.5,10000.0,60,0.2864,1
16952,6.75,19036.24,60,0.128,1
21265,4.25,40852.8,84,0.2062,1
4142,9.25,1500.0,12,0.4488,3
2777,2.49,10600.0,12,0.3796,1
12069,16.0,24509.22,60,0.198,4
15586,6.0,5000.0,60,0.678,3
17331,6.75,20000.0,0,0.368,1
958,6.75,5000.0,0,0.5751,2
1745,4.75,53433.15,72,0.507,1
17209,6.75,20000.0,0,0.5237,1
2629,15.75,23937.0,72,0.2125,4
11553,6.75,10000.0,0,0.3089,1
1530,9.75,6000.0,24,0.3412,3
5649,6.25,15000.0,48,0.4849,1
18474,6.0,10000.0,48,0.4018,1
16917,5.75,5000.0,36,0.2311,1
17427,6.0,19802.7,60,0.4585,1
18771,7.0,21900.0,60,0.4161,3
9357,7.25,48000.0,72,0.202,1
12549,6.75,5000.0,0,0.2424,3
4325,10.75,20000.0,60,0.4283,3
14258,7.75,25000.0,60,0.306,2
9358,6.75,4143.74,36,0.4357,2
5778,6.0,12816.34,36,0.1598,1
4483,6.0,10000.0,60,0.2675,1
12133,7.75,12382.1,60,0.7151,2
17986,6.75,2000.0,0,0.1677,4
8023,13.0,1000.0,0,0.2229,2
4322,8.25,10036.09,60,0.341,2
20412,6.0,27370.0,60,0.3241,1
1286,6.0,30000.0,36,0.489,1
10308,6.0,15000.0,60,0.6591,1
9089,6.75,5000.0,0,0.1731,3
6556,6.0,3500.0,36,0.68,1
15483,4.25,23500.0,72,0.1662,1
16467,7.0,3000.0,36,0.4887,2
22091,13.0,500.0,0,0.0489,1
10201,14.75,6615.58,36,0.3148,4
19819,6.0,30000.0,60,0.3875,2
16005,15.25,8000.0,48,0.3887,4
4840,2.49,10000.0,12,0.5205,1
15492,5.75,10000.0,60,0.2896,1
15820,6.0,15000.0,60,0.2069,1
15992,6.25,13000.0,48,0.2013,2
15991,14.75,3708.31,36,0.3588,4
4736,6.25,14685.36,60,0.183,1
8576,5.5,2000.0,24,0.1656,1
15041,4.25,26826.27,60,0.3339,2
16934,6.75,5000.0,0,0.4532,3
7305,11.0,15800.0,60,0.3523,3
5559,3.75,23994.33,72,0.1865,1
1314,8.75,41883.64,84,0.2559,3
7267,13.0,5000.0,0,0.0941,2
19361,13.0,1000.0,0,0.383,4
19622,9.75,12700.01,48,0.2619,4
642,6.5,36600.0,60,0.4615,1
19641,3.75,7608.49,48,0.2766,2
2612,7.0,16832.52,84,0.4767,1
17740,3.0,11048.65,48,0.3427,2
18023,13.0,500.0,0,0.4061,1
1721,10.75,10187.91,60,0.4129,3
9949,13.0,6700.0,36,0.284,4
11853,6.25,6000.0,24,0.2959,2
13726,6.75,15000.0,0,0.2893,1
18893,4.5,10000.0,60,0.3289,1
20885,6.75,20000.0,0,0.4092,1
19408,9.75,10000.0,48,0.0865,4
9672,5.75,25000.0,60,0.3636,1
4436,4.25,10321.95,33,0.3531,2
10585,9.75,3000.0,36,0.1599,3
8517,5.75,6700.0,24,0.3393,1
14640,6.75,5000.0,0,0.444,1
12490,10.25,10000.0,60,0.265,3
2326,16.75,14135.0,36,0.2193,5
21910,6.75,15000.0,0,0.2802,3
21398,6.75,20000.0,0,0.271,1
16007,6.5,6000.0,48,0.0509,2
3227,3.75,37257.49,72,0.3597,1
10907,10.25,5000.0,48,0.1292,3
19748,6.75,3000.0,0,0.2875,1
21370,7.25,20000.0,60,0.259,2
13329,3.0,20000.0,60,0.425,1
13217,5.75,13917.42,60,0.6045,1
5258,6.75,5000.0,0,0.1806,1
1862,6.75,1500.0,24,0.0352,2
13724,6.75,15000.0,36,0.5215,2
18266,15.25,14000.0,60,0.3581,4
3009,9.25,2000.0,12,0.3136,3
18254,10.0,3520.0,36,0.0533,3
5403,6.0,22292.23,60,0.3977,1
163,9.5,19881.14,60,0.261,4
603,8.5,23290.89,60,0.4501,2
4607,6.0,25000.0,60,0.5848,1
14167,6.75,10000.0,0,0.6059,1
7165,7.25,4700.0,36,0.4109,2
12235,5.75,10887.58,60,0.5739,1
11813,3.25,20000.0,60,0.4913,1
15729,6.75,15000.0,0,0.361,2
7034,14.5,1000.0,12,0.0628,4
8606,7.25,4000.0,36,0.227,2
16259,6.0,7000.0,48,0.3946,1
7411,10.25,3134.0,36,0.2762,3
12511,6.75,8000.0,0,0.1252,2
11773,15.25,3947.67,24,0.0548,5
1225,4.5,48533.59,84,0.5026,1
2514,3.75,7500.0,60,0.6599,1
6139,8.25,18000.0,60,0.3802,2
2044,4.0,24086.19,60,0.2535,1
5351,10.75,6000.0,48,0.4208,3
20302,6.75,1000.0,0,0.3979,1
6065,10.75,13607.22,60,0.3657,3
6047,6.75,15000.0,0,0.1738,1
4778,14.5,1000.0,12,0.041,4
12471,5.75,23496.46,60,0.549,1
10463,7.0,8100.0,60,0.2075,1
1497,16.25,3300.0,24,0.2793,5
16370,4.0,21545.33,72,0.2441,1
19656,5.5,7072.0,36,0.2252,1
13511,5.75,4468.0,36,0.2524,1
10887,7.0,21528.0,36,0.4527,2
7902,8.75,23630.1,72,0.956,2
938,10.25,16467.53,60,0.4426,3
17040,6.75,20000.0,0,0.5782,1
1598,3.75,27000.0,60,0.4955,1
12207,10.25,19232.8,60,0.315,3
16656,13.0,500.0,0,0.3665,5
21093,3.75,19000.0,60,0.3471,3
18964,7.5,23100.0,72,0.4875,2
15349,7.0,19643.32,48,0.4892,2
2746,15.75,20189.49,72,0.2808,4
16998,13.0,500.0,0,0.8934,5
11427,9.75,5000.0,36,0.2635,3
1362,14.5,800.0,12,0.0278,4
2822,6.0,15000.0,60,0.7437,1
2355,7.0,24717.92,60,0.4949,1
3216,6.0,24274.87,60,0.2615,1
8580,6.75,5000.0,0,0.5944,1
21160,6.0,40190.64,60,0.2501,1
4628,14.75,1000.0,12,0.0191,4
2717,14.75,13311.52,60,0.175,4
16892,7.0,15000.0,36,0.4246,2
2396,8.25,15000.0,60,0.4228,2
17442,5.75,20000.0,60,0.7686,1
20612,6.5,6040.0,48,0.416,2
19156,6.0,8978.58,60,0.4438,1
12486,6.75,27286.17,60,0.3661,1
13154,14.25,8700.0,48,0.4027,5
22061,10.25,10000.0,60,0.3941,3
2368,14.7,16286.96,72,0.477,4
2618,11.0,12000.0,60,0.4381,3
22060,3.75,20000.0,72,0.2506,1
12782,14.25,6000.0,24,0.26,4
8824,15.75,4000.0,36,0.2439,5
4186,8.5,23200.0,60,0.3867,2
21731,4.5,10000.0,60,0.3121,1
15369,5.75,17667.73,60,0.3938,1
15231,4.75,10000.0,0,0.2676,3
12208,7.0,4500.0,36,0.0615,2
15851,6.0,12000.0,48,1.3018,1
6799,6.0,29216.0,60,0.386,1
19005,3.0,15126.25,60,0.0661,1
9304,13.0,2500.0,0,0.4441,1
19407,3.75,49000.0,72,0.3869,1
271,10.0,25000.0,60,0.4574,4
8464,7.25,15000.0,60,0.7055,1
18960,10.0,19952.13,60,0.2914,3
11285,5.5,15000.0,60,0.3802,1
20528,9.75,10122.67,60,0.3638,3
6162,6.5,6112.42,48,0.5145,1
10957,16.0,6383.25,48,0.3787,5
11883,3.0,11974.82,48,0.2967,1
9819,5.25,7000.0,24,0.4505,1
7882,6.0,15000.0,60,0.2701,1
18360,4.5,29507.71,60,0.4465,1
10833,7.75,15500.0,60,0.5537,2
13543,6.75,30000.0,0,0.3644,1
17050,5.75,15000.0,60,0.3717,1
7629,5.25,3000.0,12,0.3917,1
12617,10.5,30000.0,60,0.3361,3
11756,6.75,25000.0,0,0.5491,1
17187,4.25,19221.5,72,0.1822,1
12619,7.25,8824.83,48,0.1388,2
11529,9.25,3000.0,24,0.3221,3
17657,6.75,15000.0,60,0.4379,3
21367,7.25,15000.0,60,0.1038,3
702,14.75,1000.0,12,0.1299,4
7849,5.0,18218.86,60,0.2416,2
22492,10.25,9016.1,60,0.5809,3
22042,4.5,25000.0,60,0.21,1
17076,3.0,26406.32,60,0.3346,1
2948,11.0,21942.22,60,0.252,3
3922,13.0,500.0,0,0.419,3
2398,6.75,15000.0,60,0.3076,1
18592,10.5,11548.02,60,0.342,3
1668,10.5,14500.0,48,0.3324,3
16562,4.0,24022.56,72,0.4052,1
3654,7.5,30000.0,72,0.3805,1
18822,6.75,26015.66,0,0.2547,1
4228,6.75,5000.0,0,0.1575,4
12564,15.25,6125.0,48,0.3219,4
7047,6.75,30000.0,0,0.1323,1
3270,7.25,10000.0,36,0.1042,2
5448,6.25,5000.0,36,0.6164,1
655,6.0,15000.0,60,0.3178,1
12927,10.5,9202.15,60,0.4713,3
8317,6.0,6000.0,36,0.2443,1
14701,6.75,9000.0,60,0.0875,1
11009,7.0,7000.0,36,0.5351,2
9703,5.75,35000.0,60,0.5093,1
4197,8.25,11141.0,60,0.5081,2
9308,4.75,1500.0,12,0.5078,1
20640,6.75,10000.0,0,0.3646,2
13560,10.25,21408.0,60,0.4018,3
2450,2.5,15894.31,36,0.4598,1
20468,9.75,17842.51,60,0.1303,4
14796,7.5,19164.97,60,0.7911,4
1923,6.0,15000.0,60,0.087,1
3579,4.25,43695.15,84,0.1955,1
2908,6.5,2000.0,48,0.2483,1
6141,13.8,33055.41,72,0.298,4
11010,10.0,10000.0,48,0.251,3
10403,15.75,20000.0,60,0.3658,4
2109,7.5,28800.0,72,0.2868,1
5376,6.0,20000.0,60,0.3823,1
9486,4.75,38683.72,72,0.3779,2
21426,7.25,20000.0,60,0.3018,2
11354,3.25,20000.0,60,0.5688,1
12026,5.75,23000.0,36,0.5345,1
13806,6.75,2161.72,0,0.3947,2
179,4.5,18586.0,60,0.5789,1
4991,6.25,8000.0,12,0.3804,2
6457,7.0,9000.0,60,0.0582,1
18646,10.25,6000.0,48,0.1644,3
16897,5.0,38859.2,72,0.3484,2
8047,6.0,26680.75,60,0.3102,1
3903,7.5,2500.0,36,0.1829,2
7365,2.75,14099.97,36,0.2454,1
12819,8.25,32461.65,72,0.284,2
12840,6.0,6670.88,48,0.0617,1
20928,6.75,6000.0,0,0.1608,1
1591,4.5,35847.14,84,0.485,1
9868,3.0,31337.55,63,0.3542,1
13712,6.75,4000.0,0,0.2271,2
13337,8.0,16000.0,60,0.3783,4
15536,6.75,25059.35,60,0.4449,1
912,6.75,9174.87,48,0.4284,2
6407,6.75,10000.0,0,0.3307,1
21334,13.0,1000.0,0,0.4164,2
16508,7.75,27223.53,60,0.4266,2
2682,8.0,22420.25,60,0.3472,3
1970,4.25,36197.98,84,0.2576,1
11367,7.75,20951.8,60,0.4785,2
12964,15.0,8938.36,48,0.3629,4
10,14.75,1500.0,12,0.3257,4
3622,7.75,33004.55,60,0.22,3
14082,10.25,10000.0,60,0.17,3
1300,7.0,27939.0,60,0.3596,1
10316,10.25,15962.74,60,0.1667,3
17074,6.75,2500.0,0,0.3742,3
3213,3.75,13846.85,60,0.4841,1
7339,16.0,14355.49,48,0.3609,4
11576,6.75,9500.0,60,0.5278,1
5605,3.5,14000.0,60,0.7053,1
1478,6.75,5000.0,0,0.3367,3
10050,15.0,7800.0,48,0.1711,4
20927,4.75,10000.0,0,0.0025,1
13399,6.75,500.0,0,0.0373,0
1358,6.75,10000.0,0,0.2651,1
3113,7.0,10020.21,60,0.769,1
4067,6.75,7000.0,0,0.3867,2
12056,3.0,24365.9,60,0.1562,1
4141,14.5,1000.0,12,0.031,4
5822,5.5,9000.0,24,0.2461,1
17775,7.0,15325.0,48,0.418,2
13863,5.75,6400.0,36,0.2469,1
7921,6.25,30000.0,60,0.4635,1
1066,8.0,15077.14,60,0.2249,2
10867,5.75,15000.0,60,0.4167,1
12373,10.25,12372.0,60,0.3933,3
9797,15.75,11236.0,60,0.277,4
17624,6.25,19000.0,60,0.4974,2
10283,4.0,44401.68,60,0.3945,2
22090,6.0,20000.0,48,0.1931,1
20270,6.75,10000.0,0,0.2903,1
8462,5.5,4000.0,24,0.5748,1
19272,6.75,1500.0,0,0.2704,0
1336,6.75,5000.0,0,0.2589,1
20125,13.0,500.0,0,0.2031,1
10094,6.75,10000.0,0,0.1441,1
5329,3.75,20000.0,60,0.4326,1
19109,6.75,10000.0,0,0.6001,1
15407,5.75,18700.0,60,0.2087,1
10750,4.0,20917.8,60,0.4607,2
20573,5.25,20524.86,72,0.3849,3
16878,7.75,15000.0,60,0.4612,2
18181,6.75,5000.0,0,0.3944,2
12702,10.25,15000.0,60,0.4867,3
6666,6.0,15000.0,60,0.7976,1
19727,4.5,10000.0,60,0.8164,1
3081,6.0,6000.0,36,0.6625,1
10895,5.75,5300.0,36,0.2576,1
22028,4.5,10443.73,60,0.492,1
6940,6.75,8500.0,0,0.4494,1
18735,13.0,1000.0,0,0.4175,1
673,6.75,29099.64,60,0.5683,1
3605,6.25,25583.77,60,0.1918,1
5195,10.75,12539.02,60,0.31,3
16041,5.75,17107.57,60,0.4637,1
11627,10.25,8264.51,60,0.1435,3
1393,5.0,17550.0,60,0.255,2
1521,16.5,15209.47,60,0.0776,4
3886,6.75,11000.0,24,0.546,2
11556,14.5,1500.0,18,0.052,4
2507,15.75,22727.88,72,0.2063,4
11445,10.0,14400.0,48,0.1855,3
11091,5.75,15000.0,60,0.4095,1
7663,6.75,15000.0,0,0.3823,2
3317,10.0,8000.0,24,0.3931,3
18404,7.0,45000.0,60,0.1941,3
1671,6.0,6652.8,36,0.5504,1
22160,6.75,20000.0,0,0.5307,1
4860,7.75,11595.49,48,0.2767,2
3742,6.75,15000.0,0,0.3221,1
16020,3.5,14562.89,60,0.5283,1
14907,15.5,2700.0,24,0.06,5
20300,3.0,8695.86,60,0.0622,1
4222,15.75,1500.0,12,0.327,5
4168,5.0,15492.14,60,0.2528,2
1604,3.75,19209.42,48,0.5314,1
1786,3.0,20000.0,60,0.4357,1
4842,6.0,10000.0,36,0.5551,1
6503,10.25,4000.0,36,0.0649,3
10578,6.75,10000.0,36,0.267,2
6536,7.75,8445.92,48,0.1456,2
12364,6.75,5000.0,36,0.094,2
494,6.5,2000.0,12,0.1067,2
11397,15.75,19800.0,60,0.2914,4
8110,13.0,1000.0,0,0.1779,2
95,13.0,1500.0,0,0.5034,1
20531,13.0,1000.0,0,0.3473,4
20940,6.75,20000.0,0,0.3577,1
16686,15.25,5000.0,24,0.3075,5
15836,6.0,20000.0,60,0.2539,1
15901,8.25,36109.37,72,0.2578,2
2030,7.0,5000.0,60,0.8952,1
7215,3.5,40000.0,60,0.558,1
10439,6.75,30000.0,60,0.3158,1
21728,6.75,15000.0,0,0.3703,1
10688,9.75,4000.0,36,0.4781,3
4308,7.0,12124.89,60,0.1588,1
8578,14.5,4000.0,12,0.1653,4
6775,10.5,7000.0,48,0.414,3
21414,11.0,18555.69,84,3.0771,5
18896,7.0,20000.0,60,0.4017,2
13962,5.75,10000.0,60,0.174,1
14781,6.75,5500.0,36,0.4828,2
21990,6.75,18625.05,0,0.4396,1
15845,7.0,14921.0,84,0.2355,1
5008,5.5,3500.0,18,0.4424,1
9620,3.75,26450.8,72,0.4993,1
919,14.75,1500.0,12,0.1998,4
1575,6.75,5000.0,24,0.2683,2
19695,4.5,15000.0,60,0.1889,1
1723,8.5,13462.93,60,0.2705,2
10020,5.75,15000.0,60,0.3643,1
18049,3.0,27000.0,48,0.1967,1
16592,6.0,10000.0,60,0.4663,1
14220,6.75,20000.0,0,0.3919,3
3036,6.25,30000.0,60,0.2687,1
11934,7.0,6000.0,48,0.094,2
3490,7.75,12820.21,60,0.3078,3
4744,5.75,7000.0,24,0.5189,1
3810,14.5,500.0,9,0.1807,4
7760,6.0,20000.0,60,0.1904,1
18798,10.0,32301.11,60,0.2558,3
11002,9.75,5000.0,36,0.0802,3
9843,15.25,2500.0,24,0.1619,5
3501,15.5,6044.56,36,0.1154,4
16033,5.75,20000.0,60,0.7511,1
10000,5.75,14483.63,60,0.3212,1
11629,3.25,12500.0,60,0.3548,1
1044,6.0,24320.49,60,0.2225,1
3060,6.0,10500.0,60,0.4502,1
2074,5.5,3000.0,24,0.1495,1
7862,15.75,8487.72,48,0.1915,4
22051,6.75,10000.0,0,0.3146,1
7915,4.5,9477.48,60,0.0859,2
17939,4.5,15000.0,60,0.4276,1
12003,6.75,4000.0,0,0.148,3
16386,2.75,23013.82,48,0.4487,2
1505,6.0,25000.0,60,0.3968,1
16330,6.75,30000.0,0,0.4951,1
16375,6.0,14000.0,60,0.723,1
6624,6.25,1937.92,12,0.3985,2
4041,16.0,2000.0,24,0.1815,5
21544,4.5,20681.65,60,0.4054,2
12555,5.75,30000.0,60,0.336,1
4307,13.3,12879.1,60,0.403,5
10794,7.0,9000.0,48,0.4422,2
4831,6.0,17000.0,60,0.3029,1
12707,9.5,3354.68,24,0.289,3
9830,4.5,13382.18,60,0.3188,2
4390,15.0,3728.0,24,0.0629,4
11196,6.75,15000.0,0,0.3256,1
10538,6.0,4000.0,36,0.6628,1
18309,10.5,11000.0,60,0.4183,3
2091,8.25,15761.59,60,0.4106,2
22228,6.75,10000.0,0,0.1793,2
5967,7.25,6000.0,36,0.4617,2
6408,6.0,10000.0,60,0.4947,1
2153,7.25,3500.0,36,0.3108,2
326,7.0,30000.0,60,0.4885,1
12670,6.0,5000.0,48,0.1769,1
11104,8.0,29890.4,72,0.2913,3
20975,13.0,1000.0,0,0.0114,1
18701,6.25,10000.0,60,0.4914,2
18663,6.75,6000.0,0,1.0068,1
6711,4.75,22055.38,60,0.5002,2
18265,15.25,10000.0,60,0.2759,4
20695,2.5,20000.0,60,0.3301,1
21012,14.45,15000.0,60,0.0299,4
19922,13.0,1000.0,0,0.5685,2
6565,6.25,20000.0,36,0.4373,1
3690,6.75,3000.0,0,0.5061,2
5544,6.0,13500.0,36,0.374,1
12556,6.25,2000.0,24,0.0787,2
4667,10.0,2500.0,24,0.328,3
2223,15.5,1233.26,12,0.255,5
1766,9.75,5000.0,24,0.3926,3
15244,16.0,20000.0,60,0.3713,4
7818,10.5,5000.0,48,0.1698,3
2268,6.0,7000.0,36,0.4784,1
5119,10.25,14660.85,36,0.2498,3
2033,5.5,8000.0,24,1.2222,1
8896,5.75,10000.0,60,0.7967,1
2571,16.5,9830.48,60,0.4102,4
9222,5.25,3000.0,24,0.2425,1
20479,6.75,10000.0,0,0.7043,1
22409,10.0,7600.0,60,0.329,3
5337,6.25,15000.0,48,0.1863,1
10977,14.75,4161.11,36,0.3002,4
3596,5.5,9161.0,24,0.2592,1
4688,5.0,19995.0,60,0.146,2
20800,10.0,11917.36,60,0.1288,3
20268,6.5,48229.02,72,0.4409,2
2876,15.0,2000.0,18,0.1685,4
4036,6.25,15000.0,48,0.4557,1
2598,4.5,40294.08,84,0.28,1
19159,15.45,4600.0,48,0.1156,5
13448,7.0,11508.75,60,0.7394,1
