,loanpurposecode,loanapprovalcode,loaninterestrate,loanoriginalbalance,loanpayment,loanpaymentcount,loancreditscore,debtratio,rbl
14104,40,780,6.75,10000.0,50.0,0,804,0.1837,1
9008,3,166,6.0,46473.52,1090.55,48,743,0.1997,1
6579,40,1462,6.75,30000.0,246.0,0,761,0.3857,1
2919,3,585,8.75,45824.8,869.12,72,701,0.249,2
13260,13,780,3.25,22324.23,414.17,60,815,0.3991,1
21105,40,166,4.75,7500.0,244.0,0,795,0.2286,1
14619,40,585,6.75,2000.0,50.0,0,602,0.1851,4
7615,2,780,5.0,1700.0,148.38,12,726,0.179,1
15359,7,1176,10.25,10000.0,233.64,60,664,0.3303,3
17605,13,1437,5.0,30000.0,511.78,72,641,0.1681,3
1924,9999,166,3.75,21258.72,330.7,72,755,0.6489,1
4126,25,780,6.0,5000.0,161.13,36,752,0.3233,1
1658,25,1407,16.5,12891.26,333.77,60,607,0.1192,4
9550,25,1437,5.25,5000.0,228.79,24,718,0.1208,1
12612,13,585,3.25,26378.51,669.85,45,745,0.1669,1
2714,3,780,2.49,3000.0,258.71,12,762,0.0666,1
19356,3,1437,6.0,18183.0,378.93,60,752,0.358,1
2004,40,570,6.75,2000.0,63.0,0,0,0.2436,0
3171,3,780,7.0,30000.0,652.07,60,731,0.4236,1
2182,3,780,7.0,21121.18,458.52,60,746,0.3394,1
16783,3,1437,10.25,15000.0,351.11,60,643,0.1633,3
1071,3,55,6.0,23000.0,488.5,60,682,0.2581,2
1747,3,1017,5.5,25454.18,1169.25,24,720,0.2362,1
1993,3,780,5.5,12500.0,562.84,24,757,0.559,1
6802,2,780,7.0,10000.0,217.11,60,778,0.3672,1
6495,25,780,5.75,5000.0,221.17,24,825,0.4644,1
11698,23,55,10.25,15000.0,351.38,60,649,0.2613,3
3199,23,780,6.25,10000.0,213.14,60,778,0.5215,1
2825,3,1407,7.0,24372.0,494.11,60,776,0.3524,1
18144,3,1437,9.75,15947.0,512.56,36,648,0.376,3
10636,9999,166,8.5,52614.0,517.0,180,741,0.4316,1
12525,25,1017,10.0,4000.0,137.49,36,674,0.1547,3
19419,3,570,5.5,13431.49,427.56,36,806,0.4074,1
18286,2,780,4.5,16000.0,297.78,60,740,0.3401,1
5768,14,570,5.0,24263.8,436.49,72,691,0.4669,2
3099,3,570,16.75,8250.0,254.54,48,599,0.2294,5
14442,25,1176,9.25,7052.01,326.45,24,674,0.3712,3
10391,43,585,13.0,3700.0,25.0,0,677,0.4098,3
19402,3,585,10.0,13921.15,324.32,60,663,0.2807,3
21887,40,585,6.75,25000.0,742.0,0,768,0.5291,1
3139,9999,1462,3.0,31211.05,560.82,60,814,0.6788,1
4725,40,780,6.75,15000.0,302.0,0,779,0.1732,1
16821,8,1437,5.5,10000.0,191.45,60,661,0.4766,3
22393,43,55,13.0,500.0,25.0,0,647,0.4647,1
15589,40,1437,6.75,18966.03,599.0,0,662,0.2867,3
19455,3,1437,7.0,13241.94,288.86,60,658,0.3014,3
1315,3,570,16.0,8376.29,242.96,48,557,0.3885,4
1250,9999,1462,13.7,15321.03,313.25,72,615,0.4662,4
4665,14,780,5.0,32873.83,561.44,72,718,0.2579,2
1030,7,780,6.0,10000.0,193.34,60,767,0.2483,1
8942,25,780,6.25,8000.0,203.15,48,759,0.6204,1
8507,3,1916,16.5,5000.0,187.92,36,598,0.3498,5
8659,25,780,6.25,15000.0,306.98,60,794,0.4168,1
8892,3,1437,9.75,12000.0,391.69,36,650,0.2988,3
21684,40,1017,6.75,25000.0,50.0,0,697,0.3079,2
16207,3,780,5.75,10000.0,197.08,60,767,0.3632,1
5656,2,1017,6.25,2000.0,175.96,12,688,0.2621,2
423,3,47,8.0,15000.0,312.25,60,716,0.5701,2
6511,3,1437,15.0,1976.77,99.88,24,608,0.3229,4
18041,25,1437,4.5,45000.0,838.25,60,687,0.2303,2
4409,25,585,10.75,10000.0,235.73,60,643,0.4421,3
6378,13,1916,4.5,8800.0,213.39,48,683,0.379,2
7759,25,1437,7.25,5000.0,163.72,36,695,0.2833,2
4551,3,585,10.75,16454.55,355.84,60,676,0.2543,3
18531,3,1437,4.5,21000.0,429.92,60,728,0.5037,1
15699,2,1017,6.75,4000.0,130.27,36,684,0.2343,2
20655,40,585,6.75,7000.0,216.0,0,753,0.3166,1
17027,3,585,6.75,31758.98,638.2,60,726,0.2337,1
6038,3,780,5.0,5000.0,428.25,12,818,0.3188,1
15817,14,780,3.75,23852.63,414.64,72,763,0.2799,1
4830,23,780,6.0,20000.0,386.74,60,800,0.0662,1
21836,25,1090,15.25,17500.0,456.46,60,633,0.3364,4
6638,25,780,6.5,20000.0,474.37,48,764,0.18,1
8472,13,780,3.5,19000.0,345.67,60,751,0.3227,1
6375,13,570,13.5,23000.0,541.46,60,624,0.2614,4
8579,25,780,5.5,3000.0,132.28,24,759,0.2433,1
558,25,1407,14.75,1500.0,135.71,12,0,0.3768,4
1534,9999,1916,7.75,12307.57,299.02,48,680,0.4292,3
21377,13,1017,3.0,13000.0,310.6,48,730,0.4356,1
14423,40,780,6.75,5000.0,105.0,0,794,0.12,1
2828,25,1462,6.0,48000.0,928.58,60,803,0.1881,1
4882,3,780,6.0,6738.84,217.1,36,744,1.2336,1
15969,25,780,6.0,10000.0,211.86,60,751,0.3553,1
9324,3,780,6.75,7500.0,147.69,60,760,0.1338,1
16423,2,47,8.0,18500.0,383.99,60,693,0.5929,2
11166,13,570,13.5,6974.87,202.85,48,0,0.1237,4
8212,3,780,6.25,30000.0,598.39,60,721,0.3917,1
2377,2,780,6.0,4000.0,129.02,36,822,0.7889,1
11159,3,1437,6.25,2322.48,106.74,24,695,0.5037,2
13161,25,1176,15.25,8800.0,429.5,24,574,0.3848,5
8756,2,1437,16.0,5000.0,255.57,24,528,0.3635,5
20555,43,780,13.0,2000.0,25.0,0,714,0.1776,2
20639,40,585,6.75,10000.0,279.0,0,713,0.0256,1
4267,25,780,6.0,9300.6,299.59,36,724,0.4778,1
11789,25,47,14.25,3000.0,150.62,24,0,0.2596,4
13464,25,780,7.0,6000.0,121.47,60,747,1.1437,1
10390,13,585,7.0,18500.0,374.98,60,677,0.3832,3
19389,25,585,4.5,16770.52,329.05,60,724,0.2361,1
1605,2,780,5.5,7000.0,315.77,24,747,0.7438,1
10091,2,585,6.25,3500.0,159.21,24,691,0.4424,2
5003,3,1407,7.5,18000.0,461.34,48,689,0.2771,2
3430,25,780,7.0,8000.0,166.87,60,760,0.2618,1
6597,7,1916,15.5,6000.0,221.43,36,630,0.279,4
1523,3,780,6.25,10400.0,207.54,60,747,0.0781,1
16641,24,780,5.75,15000.0,316.82,60,758,0.1753,1
8636,40,1437,6.75,5000.0,61.0,0,654,0.2648,3
21018,9999,1017,6.75,7000.0,137.48,60,700,0.4164,2
20426,3,55,10.0,14801.28,315.53,60,636,0.0277,4
6735,3,780,7.25,8648.24,271.84,36,712,0.1149,2
11471,25,780,5.75,5000.0,160.52,36,735,0.4381,1
4137,8,1462,5.5,6014.07,115.03,60,803,0.6614,1
16298,43,47,13.0,500.0,25.0,0,747,0.4002,1
4655,23,780,5.5,5000.0,229.81,24,733,0.3995,1
6222,13,1916,3.5,25633.28,466.38,60,790,0.1977,1
7535,40,1407,6.75,8000.0,92.0,0,651,0.0726,3
2990,13,780,3.0,12000.0,409.87,36,848,0.3934,1
3149,14,780,3.0,35750.0,642.44,60,829,0.1976,1
5864,3,780,6.0,11252.0,238.3,60,736,0.295,1
16392,3,1017,10.75,36413.45,726.88,72,652,0.327,3
9673,23,585,14.5,3000.0,146.22,24,600,0.4139,4
7376,13,780,3.25,14673.61,397.02,39,817,0.4903,1
4626,2,780,5.75,4500.0,198.56,24,795,0.5114,1
4154,3,55,11.0,15554.09,339.26,60,677,0.4381,3
17425,13,585,3.25,29000.0,535.33,60,773,0.522,1
15223,40,1437,6.75,10000.0,294.0,0,716,0.5219,2
16827,14,780,3.75,41275.35,680.62,72,726,0.3157,1
16023,40,585,6.75,6000.0,101.0,0,778,0.6045,1
16662,2,47,6.0,5000.0,152.31,36,767,0.7915,1
13308,2,585,7.0,8600.0,214.4,48,691,0.1842,2
10437,3,585,8.0,12015.17,267.42,60,681,0.2179,2
17290,3,1437,6.0,41148.7,1006.97,48,766,0.3054,1
28,3,1437,15.0,8507.0,309.66,36,636,0.3974,4
11842,40,47,6.75,15000.0,50.0,0,740,0.5196,1
1056,40,166,6.75,3000.0,95.0,0,663,0.6939,3
6272,2,780,7.0,15000.0,304.2,60,743,0.1005,1
12255,3,570,10.0,3848.0,97.86,48,675,0.237,3
14043,3,1437,10.25,24947.84,582.2,60,679,0.3344,3
18155,25,47,15.25,13995.0,405.64,48,0,0.3211,4
11706,7,1437,7.0,3500.0,114.56,36,688,0.3801,2
13099,25,1437,9.25,2500.0,119.7,24,665,0.3837,3
3054,3,780,5.75,6511.07,298.73,24,829,0.3986,1
15456,25,55,10.75,7100.0,198.17,48,607,0.3496,4
11118,23,780,5.75,20000.0,384.45,60,802,0.1368,1
20651,3,570,4.5,18302.3,374.7,60,768,0.0032,1
5321,25,780,7.0,19050.93,385.44,60,762,0.4475,1
17696,3,585,4.5,25000.0,465.61,60,779,0.952,1
12815,40,585,6.75,5000.0,50.0,0,694,0.1596,2
20887,14,780,2.5,34798.37,617.69,60,830,0.2107,1
1938,3,780,8.25,10511.9,218.91,60,711,0.2323,2
21621,40,47,6.75,5000.0,151.0,0,725,0.4678,1
15616,25,1437,17.0,11340.48,289.82,60,557,0.346,5
2496,7,1407,16.0,2000.0,101.7,24,566,0.189,5
5508,13,780,3.5,16025.7,299.0,60,812,0.7793,1
3713,3,1916,8.25,22000.0,458.76,60,688,0.518,2
15782,3,780,7.25,27498.0,471.66,72,790,0.408,1
6552,3,585,8.25,48962.56,999.96,60,684,0.3039,2
3133,25,570,14.75,500.0,86.6,6,0,0.0569,4
116,25,780,5.75,5000.0,229.92,24,748,0.5466,1
18363,3,47,7.25,41277.35,839.87,60,682,0.4448,2
6317,9999,1017,8.0,31015.88,545.47,72,679,0.1444,3
8610,14,585,4.25,58524.71,865.79,84,760,0.3583,1
12053,40,780,6.75,15000.0,134.0,0,734,0.3642,1
21459,3,585,4.5,34499.66,676.18,60,795,0.3422,1
7475,8,570,5.5,20946.0,439.06,60,733,0.4146,1
20588,3,585,6.75,14260.78,295.16,60,707,0.2415,2
4245,25,1916,15.0,3600.0,181.52,24,618,0.1093,4
18239,3,47,6.25,20594.98,433.48,60,731,0.5154,1
17319,40,780,6.75,10000.0,240.0,0,770,0.2643,1
367,9999,1090,9.0,25901.01,536.97,72,662,0.2632,3
21711,3,55,7.25,20000.0,419.55,60,704,0.1189,2
7510,25,1916,14.5,1500.0,138.65,12,0,0.1422,4
7743,3,780,6.25,22000.0,428.86,60,751,0.4358,1
9758,3,780,6.0,15000.0,290.03,60,731,0.3555,1
7911,3,780,7.25,7000.0,226.96,36,686,0.2768,2
7132,23,780,6.0,10000.0,211.99,60,765,0.2387,1
14277,2,780,5.75,25000.0,480.21,60,812,0.3917,1
21685,25,166,4.5,40000.0,746.06,60,733,0.5155,1
896,25,9999,10.5,25500.0,558.99,60,640,0.6168,3
1613,25,780,6.0,13000.0,276.0,60,787,0.4796,1
7622,40,780,6.75,15000.0,365.0,0,778,0.3743,1
7667,24,585,14.75,500.0,45.97,12,0,0.4513,4
11624,3,570,8.5,14094.65,283.86,60,642,0.2195,3
4058,40,780,6.75,15000.0,50.0,0,812,0.4017,1
11342,3,1437,9.75,10000.0,339.16,36,675,0.0635,3
11026,3,780,5.25,7900.0,350.75,24,729,0.3626,1
1328,9999,1437,4.0,22722.5,419.11,60,825,0.2218,1
19725,40,47,6.75,25000.0,466.0,0,788,0.4471,1
15835,40,780,6.75,6000.0,139.0,0,726,0.2913,1
16677,40,1437,6.75,15000.0,400.0,0,760,0.5578,1
20706,40,1017,6.75,20000.0,50.0,0,743,0.1484,1
1865,25,780,2.49,3000.0,258.72,12,745,0.568,1
12456,3,1437,7.75,12792.07,264.61,60,696,0.2905,2
21032,3,585,4.5,20000.0,372.59,60,702,0.0472,2
15602,3,780,6.75,17000.0,351.07,60,721,0.4971,1
4590,3,1407,10.75,21290.0,500.51,60,656,0.233,3
19217,25,780,4.5,12400.0,231.04,60,721,0.2162,1
2894,3,1462,7.25,20000.0,656.0,36,683,0.5939,2
11235,23,780,5.75,25000.0,480.44,60,777,0.3895,1
1318,9999,1437,3.5,6469.01,144.63,48,801,0.09,1
7084,25,780,5.5,3000.0,134.87,24,721,0.2988,1
13139,40,1437,6.75,6500.0,209.0,0,700,0.1727,2
21034,25,1090,6.5,10599.0,266.2,48,670,0.455,3
21171,17,55,2.5,16537.5,368.42,48,782,0.1775,1
1758,3,1407,7.25,13664.28,431.39,36,717,0.4879,2
3529,40,1407,6.75,1000.0,50.0,0,596,0.3415,5
9484,3,1916,7.75,21630.06,458.21,60,709,0.4054,2
13157,3,780,6.0,6300.0,151.06,48,846,0.5488,1
9477,13,780,2.75,8003.94,232.13,36,721,0.1392,1
6337,2,570,6.75,5000.0,232.29,24,702,0.1662,2
5542,25,780,11.0,11400.0,268.71,60,645,0.3982,3
21210,3,780,4.5,22334.98,449.19,60,796,0.0098,1
14676,13,585,4.5,22240.99,477.77,54,716,0.2652,2
8232,25,1437,14.75,1500.0,137.43,12,637,0.4372,4
2536,40,1090,6.75,7000.0,171.0,60,849,0.5312,1
11507,25,780,6.75,9000.0,186.57,60,742,0.5103,1
3001,2,1407,6.75,4000.0,279.07,15,716,0.321,2
9387,3,1407,7.75,33624.14,744.02,60,696,0.3086,2
1912,9999,1916,4.0,32587.4,510.69,72,749,0.263,1
9993,25,1437,6.25,6000.0,277.88,24,708,0.5547,2
16295,3,47,5.75,34903.68,705.83,60,731,0.3535,1
15441,40,1176,6.75,5000.0,154.0,0,695,0.3121,2
17904,3,1437,7.75,30400.0,542.03,72,703,0.3005,2
18024,40,1176,6.75,500.0,50.0,0,0,0.0193,4
17016,3,585,5.75,11805.19,249.08,60,825,0.6241,1
7114,3,1437,10.75,14343.9,325.34,60,666,0.2019,3
21321,9999,585,6.25,37434.54,321.39,180,652,0.3603,3
14038,3,585,7.75,18111.01,365.42,60,710,0.3997,2
2443,8,1916,5.75,40837.68,805.07,60,827,0.4184,1
8716,7,585,7.0,3000.0,139.8,24,684,0.41,2
3888,17,780,4.5,23858.61,401.44,72,733,0.173,1
17078,40,585,6.75,2000.0,50.0,0,0,0.0324,4
21971,23,780,4.5,20000.0,372.99,60,784,0.1056,1
11042,25,780,7.0,8000.0,162.49,60,747,0.3425,1
2304,7,1437,7.75,5000.0,121.57,48,683,0.2984,2
3804,25,780,6.0,15000.0,290.36,60,744,1.3271,1
20925,3,585,10.0,17141.58,398.0,60,673,0.3675,3
22388,13,55,3.25,26420.0,502.62,60,747,0.4542,1
9633,13,780,3.5,17000.0,309.17,60,832,0.62,1
3942,14,780,6.0,45021.19,703.88,84,692,0.5295,2
6668,25,1462,6.0,40766.28,1241.56,36,736,0.4381,1
15418,13,1176,3.5,18519.0,370.46,60,721,0.319,1
20371,3,570,10.0,9789.18,227.05,60,672,0.4209,3
4039,25,780,7.0,6000.0,130.48,60,759,0.5226,1
15301,25,1176,7.75,27068.31,596.42,60,711,0.4305,2
9956,40,780,6.75,12000.0,367.0,0,691,0.2007,2
12466,3,570,7.75,31730.49,641.74,60,687,0.4629,2
13397,25,585,15.5,4881.82,247.3,24,577,0.2527,5
9210,40,1407,6.75,3000.0,74.0,0,627,0.1965,4
20987,9999,1017,4.25,31663.11,499.26,72,681,0.5129,2
22500,24,55,7.25,15000.0,298.32,60,703,0.5494,2
594,25,1407,14.5,2500.0,227.14,12,621,0.3897,4
6845,25,1437,8.5,20000.0,450.21,60,702,0.3267,2
10675,40,780,6.75,5000.0,143.0,0,693,0.4482,2
1116,3,1407,6.0,43009.36,833.49,60,751,0.5475,1
20603,2,1437,14.45,5000.0,148.28,48,629,0.3249,4
5676,13,1437,7.5,22000.0,482.3,60,643,0.3298,3
18069,13,780,3.25,14000.0,253.43,60,737,0.2646,1
3056,3,780,6.5,17500.0,432.59,48,753,0.2971,1
14560,3,1176,8.5,26260.0,522.74,60,671,0.1861,3
7454,3,780,5.0,2400.0,206.55,12,726,0.0691,1
18892,3,1437,9.75,7693.48,197.12,48,647,0.3211,3
19546,3,570,6.0,13825.2,280.86,60,727,0.5526,1
20892,40,1090,6.75,15000.0,257.0,0,719,0.4293,2
21325,40,1017,6.75,10000.0,50.0,0,735,0.3595,1
11580,25,47,10.25,15000.0,351.42,60,655,0.2401,3
1435,24,780,5.5,2000.0,88.3,24,806,0.4119,1
7773,14,585,3.0,30679.0,551.54,60,806,0.2802,1
14629,3,780,5.75,15000.0,294.47,60,763,0.9628,1
21860,40,585,6.75,30000.0,108.0,0,816,0.4848,1
4846,23,780,6.25,4000.0,122.33,36,729,0.1453,1
4081,25,780,5.5,5000.0,223.16,24,772,0.1242,1
2555,2,780,5.25,5000.0,428.56,12,808,0.4513,1
2724,3,1407,7.5,39185.0,804.08,62,754,0.1982,1
16414,3,570,7.75,28275.37,583.53,60,702,0.2285,2
21116,14,55,2.5,20000.0,354.98,60,823,0.1264,1
19562,43,585,13.0,500.0,25.0,0,644,0.2173,3
6692,17,570,2.75,14387.94,487.55,31,741,0.4095,1
713,2,780,5.5,5000.0,220.47,24,736,0.1225,1
14127,43,1437,13.0,500.0,25.0,0,0,0.0397,0
8645,25,780,6.0,30000.0,636.61,60,737,0.5437,1
8276,25,166,5.75,40200.0,661.97,72,751,0.3017,1
3304,3,166,10.75,16923.38,373.44,60,675,0.1569,3
17942,40,1437,6.75,19980.71,647.0,0,630,0.0488,4
22240,17,570,3.25,19638.73,390.14,60,691,0.4326,2
7402,3,570,8.25,13566.82,302.59,60,715,0.542,2
5493,3,780,7.0,23972.91,500.02,60,788,0.083,1
4358,13,1462,3.75,30000.0,549.02,60,743,0.0828,1
8958,40,780,6.75,12000.0,380.0,0,744,0.4462,1
12622,3,780,5.75,11056.72,335.84,36,791,0.5074,1
8104,3,570,8.25,22000.0,471.1,60,701,0.2194,2
10758,40,585,6.75,5000.0,50.0,0,666,0.2637,3
13613,40,780,6.75,15000.0,72.0,0,703,0.3646,2
13616,25,1176,6.75,4300.0,132.38,36,694,0.3157,2
14217,40,1437,6.75,24688.49,668.0,35,783,0.4819,1
3897,25,780,6.0,10000.0,208.82,60,766,0.2448,1
7560,25,780,8.25,5000.0,111.32,60,704,0.5532,2
10589,13,570,3.5,35000.0,637.4,60,725,0.3345,1
13981,3,780,5.75,15000.0,461.74,36,730,0.2628,1
20320,14,166,2.75,16679.54,328.77,60,838,0.0615,1
9544,7,1916,6.75,5000.0,163.05,36,714,0.4719,2
9097,3,1437,10.5,18664.73,421.36,60,662,0.1426,3
6645,25,780,6.0,6000.0,188.43,36,775,1.1447,1
7017,3,780,7.0,13047.06,283.08,60,729,0.4623,1
21119,40,166,4.75,20000.0,650.0,0,723,0.309,1
7224,40,1916,6.75,30000.0,50.0,0,795,0.4396,1
11145,40,570,6.75,1500.0,50.0,0,550,0.2282,5
11012,23,780,5.25,5500.0,250.27,24,764,0.2945,1
2241,25,1916,6.25,1228.55,108.02,12,702,0.1669,2
4095,3,166,7.75,43000.0,794.64,72,724,0.6575,1
22312,8,1017,4.5,12000.0,234.43,60,763,0.2979,1
21721,40,55,6.75,1000.0,50.0,0,725,0.0999,1
17787,8,585,4.5,13000.0,266.01,60,741,0.6237,1
10002,3,1437,10.25,17096.18,375.07,60,670,0.3511,3
5438,9999,585,8.0,50475.37,614.05,120,744,0.4555,1
7661,25,780,6.25,10000.0,204.34,60,735,0.3492,1
9246,3,780,5.75,20069.2,386.4,60,721,0.4678,1
7281,3,780,6.25,10000.0,194.99,60,726,0.1219,1
15335,25,47,7.25,16638.63,338.0,60,686,0.6293,2
10565,25,585,7.25,7000.0,171.98,48,695,0.125,2
7268,25,780,6.0,14000.0,276.79,60,740,0.7691,1
2696,3,780,6.0,30000.0,580.99,60,744,0.552,1
14172,3,1437,15.75,12749.12,324.22,60,610,0.1774,4
13103,23,780,6.75,15000.0,323.04,60,770,0.9624,1
20687,17,55,5.75,27531.57,528.64,60,659,0.2133,3
12251,25,1437,13.0,11000.0,300.23,48,0,0.4521,4
7012,23,585,8.5,20000.0,433.02,60,687,0.5325,2
5970,25,780,5.0,4500.0,387.28,12,793,0.5084,1
899,13,1176,3.75,6300.0,196.57,36,701,0.4489,2
3422,25,780,2.49,1500.0,127.38,12,817,0.4247,1
10767,25,780,5.75,7000.0,219.08,36,724,0.6907,1
3372,2,570,9.25,5000.0,436.53,12,658,0.1148,3
16541,23,780,6.0,10000.0,197.7,60,773,0.1245,1
14059,2,1437,6.75,15000.0,488.61,36,689,0.3539,2
9505,2,780,5.75,15000.0,288.24,60,767,0.5438,1
2315,9999,1437,4.5,35348.68,491.35,84,722,0.373,1
21979,40,55,6.75,10000.0,50.0,0,691,0.2846,1
10420,25,780,5.75,11000.0,338.81,36,731,0.1635,1
13125,13,1437,7.0,10091.0,218.8,60,668,0.074,3
9440,3,780,5.75,10000.0,196.59,60,789,0.4021,1
15289,40,780,6.75,3000.0,50.0,0,685,0.3064,2
14425,13,780,2.5,20000.0,577.35,36,805,0.2797,1
16561,3,780,6.0,14630.55,351.21,48,764,0.8074,1
12516,25,780,5.75,10000.0,211.78,60,735,0.6076,1
9729,3,1916,6.75,23000.0,572.09,50,774,0.4579,1
11702,13,1437,3.25,25000.0,452.5,60,739,0.2789,1
6194,25,780,6.25,7000.0,220.62,36,727,0.1016,1
11223,3,47,15.75,25000.0,632.36,60,615,0.3827,4
15419,3,585,6.0,7000.0,226.03,36,749,0.1691,1
11527,23,570,15.75,7500.0,197.29,60,604,0.3711,4
15226,3,780,5.75,30000.0,577.89,60,739,0.3206,1
12195,3,570,8.5,16000.0,285.31,72,710,0.3842,2
4666,3,1437,8.25,22366.51,479.25,60,706,0.5247,2
12900,3,585,8.5,26757.35,531.48,60,661,0.2527,3
1151,3,1407,10.75,13954.86,330.48,60,655,0.4189,3
16268,3,47,8.0,18714.01,414.74,60,681,0.2203,2
6072,25,780,5.75,1300.0,77.96,18,730,0.3053,1
472,9999,1437,16.25,24710.1,604.32,60,522,0.2071,5
14858,9999,1176,6.25,5000.0,118.02,48,778,0.2275,1
870,3,1916,8.5,18560.99,380.9,60,693,0.4861,2
7209,3,1916,7.5,6714.36,174.87,48,689,0.3688,2
16463,3,1437,16.0,10464.98,301.2,48,599,0.2542,5
17882,3,1437,16.25,30182.8,661.99,72,627,0.3921,4
16075,40,1176,6.75,30000.0,795.0,0,764,0.3692,1
9316,25,780,5.75,11047.11,212.8,60,753,0.9918,1
11077,3,1437,15.0,9926.0,296.67,48,621,0.1181,4
16954,13,585,3.25,29920.51,666.35,48,726,0.3485,1
13945,3,1437,15.75,5122.8,190.27,36,596,0.3049,5
4781,13,1437,7.75,20757.11,533.15,45,645,0.263,3
8615,24,780,6.25,10000.0,323.84,36,757,0.0904,1
9817,3,780,6.0,18000.0,356.72,60,723,0.2077,1
11762,25,570,6.75,9000.0,276.93,36,686,0.2622,2
1702,25,780,6.0,15000.0,290.19,60,785,0.6799,1
8515,13,585,7.5,17044.6,341.23,60,641,0.2984,3
1780,23,780,6.0,10000.0,322.76,36,793,0.195,1
22164,13,570,4.25,18500.0,399.83,60,664,0.3881,3
18065,13,47,3.0,25000.0,553.84,48,834,0.5656,1
2772,25,780,7.0,8852.0,175.19,60,758,0.1337,1
20242,3,166,6.0,20000.0,421.68,60,694,0.4776,2
2069,3,780,6.0,11000.0,212.69,60,759,0.1476,1
2082,9999,1437,9.25,25250.0,460.02,72,674,0.1703,3
14729,3,1437,7.75,16385.68,347.73,60,702,0.12,2
11754,3,780,7.75,25000.0,516.76,60,714,0.3138,2
4048,9999,1462,4.25,40598.25,560.65,84,735,0.6454,1
17974,40,1437,6.75,2000.0,58.0,0,621,0.4697,4
21460,25,585,4.5,11324.1,211.12,60,795,0.5541,1
14866,24,780,6.75,7000.0,144.79,60,758,0.7577,1
22375,40,780,6.75,15000.0,50.0,0,783,0.3703,1
12893,3,55,15.25,1435.71,70.81,24,539,0.3815,5
10605,3,55,6.75,35538.98,736.35,60,816,0.232,1
20863,3,47,9.5,7400.0,200.15,48,653,0.3514,3
10876,13,585,6.0,41171.11,638.64,78,713,0.3669,2
14710,25,1437,14.75,5000.0,173.82,36,606,0.2728,4
17813,3,1437,7.25,11667.49,250.19,60,695,0.4346,2
8026,23,1437,10.5,3509.37,120.85,36,669,0.4046,3
15431,25,780,6.0,5000.0,117.68,48,747,0.3341,1
1370,3,780,6.0,10054.49,204.28,60,787,0.3207,1
7670,3,1437,7.5,7598.17,191.2,48,689,0.5135,2
19464,3,570,6.75,21706.81,524.77,48,695,0.2977,2
9048,3,1437,10.25,19000.0,443.94,60,644,0.3593,3
6225,25,1017,6.75,3500.0,159.23,24,713,0.4442,2
7761,3,780,6.0,10662.48,216.1,60,720,0.9794,1
13196,9999,1176,3.75,37848.68,624.33,72,732,0.3604,1
8512,25,1437,6.75,4000.0,185.66,24,718,0.2046,2
1193,25,1407,6.25,2000.0,173.11,12,694,0.1212,2
9739,3,1407,10.0,4778.1,163.03,36,654,0.4269,3
600,25,570,16.75,12855.0,324.65,60,0,0.1411,4
7567,25,780,6.0,20000.0,386.75,60,739,0.4279,1
20766,40,55,6.75,10000.0,50.0,0,731,0.0931,1
16099,25,780,5.75,15000.0,316.45,60,771,0.4365,1
6850,25,780,6.0,5000.0,152.46,36,724,0.2105,1
1712,25,780,7.25,15000.0,314.36,60,731,0.5597,1
2914,2,1407,6.5,4000.0,352.31,12,710,0.2075,2
11294,13,1437,15.0,10737.22,277.85,60,514,0.1663,5
15294,3,1437,10.25,10000.0,233.95,60,670,0.269,3
3118,13,570,7.75,14000.0,288.76,60,677,0.3811,3
19648,40,1437,6.75,30000.0,50.0,0,833,0.4397,1
16619,13,780,3.0,14200.0,314.62,48,758,0.4016,1
4724,25,780,5.0,500.0,42.85,12,740,0.265,1
19309,2,570,4.5,15000.0,279.96,60,792,0.3773,1
18887,40,1017,6.75,19822.33,384.0,0,696,0.3762,2
10197,3,1017,9.75,16200.0,537.98,36,665,0.1468,3
2699,3,780,7.0,15000.0,304.82,60,729,0.7354,1
7190,3,780,7.5,20000.0,354.93,72,742,0.4044,1
19521,43,166,11.0,1000.0,25.0,0,830,0.649,1
10019,25,780,5.75,10000.0,307.53,36,800,0.4369,1
2549,23,780,7.0,26042.59,542.52,60,816,0.33,1
16163,25,780,6.0,7000.0,225.59,36,778,0.3991,1
12760,3,570,8.0,15602.0,323.72,60,702,0.2904,2
9452,3,780,6.75,15000.0,296.08,60,727,1.2298,1
4517,3,9999,17.75,24917.3,250.0,24,540,0.4116,5
2491,3,780,6.0,12473.0,246.85,60,759,0.1447,1
18550,3,1437,10.25,14881.4,317.57,60,678,0.1933,3
16400,13,780,3.25,13000.0,289.48,48,819,0.562,1
11191,43,47,13.0,5000.0,125.0,0,672,0.2252,3
1487,3,1462,8.75,50000.0,947.47,72,705,0.4705,2
5754,2,780,6.25,10000.0,205.18,60,758,0.6016,1
17072,25,585,5.75,6000.0,187.8,36,825,0.3833,1
21176,9999,1017,3.25,19101.45,299.22,72,830,0.3669,1
16737,2,1437,7.0,10000.0,240.15,48,715,0.1957,2
17038,40,1437,6.75,3000.0,95.0,0,764,0.4841,1
884,25,1916,16.0,2500.0,127.35,24,564,0.1831,5
8668,25,780,7.0,24514.11,498.06,60,779,0.3405,1
22439,3,570,4.5,25783.0,528.54,60,727,0.3605,1
3241,3,780,6.0,9100.0,293.59,36,792,0.3305,1
21549,3,55,4.5,10000.0,186.67,60,780,0.2864,1
